created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Dec 26 08:25:34 +0000 2023;1739563090008826056;"nonton live debat capres pertama di venue karena dapet undangan dr komisioner kpu bjir 👍 https://t.co/Qs41QlicG9";0;3;2;7;in;458101158;1739563090008826056;fuckingdustbag;https://twitter.com/fuckingdustbag/status/1739563090008826056
Tue Dec 26 07:14:12 +0000 2023;1739545127260139553;"DEBAT CAPRES PERTAMA 12 DESEMBER 2023 Sekitar 42.3% mengaku menyaksikan debat pertama, dari yang menyaksikan debat, paling banyak, 35.5%, menilai Anies sebagai capres yang tampil paling baik dalam acara debat. https://t.co/KOudPqnku7";6;2;13;33;in;1379088229;1739537888231248331;indikatorcoid;https://twitter.com/indikatorcoid/status/1739545127260139553
Tue Dec 26 06:44:03 +0000 2023;1739537542196953288;"Setelah melihat debat pertama capres,semakin yakin untuk dukung pasangan Amin "MenangSeputaran" https://t.co/3fjqJDFIdu";0;0;0;0;in;1678322782227296256;1739537542196953288;solder_mania00;https://twitter.com/solder_mania00/status/1739537542196953288
Tue Dec 26 05:16:27 +0000 2023;1739515496775794875;"@strike_bravo_b Buat ngebuktiin siapa yg paling banyak pake bot buzzer mah gampang. Liat aja setelah debat cawapres pendukung 01 ngaku Cak Imin kalah debat. Bandingin waktu debat capres pertama. Besoknya banyak ad news dan akun2 yg menggiring opini Prabowo menang debat. Artinya 01 lebih organic";0;1;0;7;in;1307338458923282432;1739469183346471363;Mew_Milk_Chili;https://twitter.com/Mew_Milk_Chili/status/1739515496775794875
Tue Dec 26 05:12:17 +0000 2023;1739514447251878379;"Wkwk kasihan Pak Anies punya cawapres kayak gini, suka ngelantur...  Menolak forget pas awal opening debat kemarin, Cak Imin bilang "harusnya saya yg ngomong di debat pertama" Oh jadi ketauan sebenernya ngebet pengen jadi capres bukan cawapres dong ?? 🤣🤣";0;0;0;0;in;1458605098205016066;1739514447251878379;initonton;https://twitter.com/initonton/status/1739514447251878379
Tue Dec 26 05:04:51 +0000 2023;1739512576462233770;"[PREBUNKING] BERITA BOHONG TENTANG PENIADAAN DEBAT CAPRES DAN CAWAPRES PEMILU 2024  Kalian sudah menonton debat capres putaran pertama kemarin di televisi? Debat capres ini sekaligus mematahkan hoaks  tentang “Ditiadakannya Debat Capres  Menjelang Pemilu 2024” yang sempat viral… https://t.co/IOVvdxXdqE";0;0;4;2;in;803432630121218048;1739512576462233770;TurnBackHoax;https://twitter.com/TurnBackHoax/status/1739512576462233770
Tue Dec 26 00:31:13 +0000 2023;1739443713968095732;"@carlitovito180 @ReflyHZ @bambangwijoanto @GeiszChalifah @ListyoSigitP @karniilyas https://t.co/sZZRLTZXFS  Konteksnya, karena debat capres pertama dilakukan di ruangan terbuka, itu jg menyoal pentingnya ajudan untuk berjaga", bukan tujuan mo nembak anies, ngadi" Aje.  Makanya biar gk kejadian kaya di jepang, yg shinzo abe ditembak di tempat umum.";0;0;0;0;in;1258062376823218176;1739209286562336982;bagus_abidin;https://twitter.com/bagus_abidin/status/1739443713968095732
Mon Dec 25 15:27:41 +0000 2023;1739306929082794155;"@tempodotco KPUnya emang ribet juga. Kenapa gak pae format debat capres pertama aja. Atau cukup mic satu yang dipegang. Di kuping gak boleh ada cantelan apapun. Titik";0;0;0;0;in;1572774239249506306;1739265261046575395;SartonoBisri70;https://twitter.com/SartonoBisri70/status/1739306929082794155
Mon Dec 25 14:54:38 +0000 2023;1739298613279490281;"Banyak banged, coba saja lihat di TLnya pak @aniesbaswedan , setelah Debat Capres Sesi Pertama, Rata2 pendukung No.2 Sampai bikin KTP Angin saking pada bloonnya.";0;2;12;41;in;2905814730;1739298613279490281;abu_waras;https://twitter.com/abu_waras/status/1739298613279490281
Mon Dec 25 14:53:28 +0000 2023;1739298318008869194;"@NKRIndonesia79 @geloraco Gara2 pakai podium.. Sdh benar wkt pertama debat capres tanpa podium. Supaya clear dan jelas.. Lagian meja moderator tertutup amplop pertanyaan sbg tdk nampak pula di layar kaca wkt moderator buka &amp  keluarkan isi amplop pertanyaannya. Bs saja di ganti pertanyaannya.";0;0;0;0;in;721961958732226560;1739107574673502391;bangbungwae;https://twitter.com/bangbungwae/status/1739298318008869194
Mon Dec 25 13:37:40 +0000 2023;1739279244549890356;"@merdekadotcom Cak imin ini dibalas sama gibran karena debat pertama capres pada waktu itu  nyindir, makanya jgn suka nyindir diserang balik tau rasa";0;0;0;0;in;1506266040459665409;1739102767938195663;JhondyPanggabe6;https://twitter.com/JhondyPanggabe6/status/1739279244549890356
Mon Dec 25 12:27:35 +0000 2023;1739261604330696954;"@NenkMonica Sebenarnya aku juga kesal pas nonton debat cawapres nya gak transparan SPT pertama debat capres jelas g ada yg di tutup tutupi";0;0;1;2;in;1139372526;1739156708927402185;Nurmy_cahyo;https://twitter.com/Nurmy_cahyo/status/1739261604330696954
Mon Dec 25 10:20:27 +0000 2023;1739229610540499149;"@itsmeeerun Yes, Kemarin dari sesi pertama debat capres cawapres, kirain ada sesi yang bertanya itu panelistnya";0;0;0;0;in;1923244903;1738904394371055942;darikehidupan;https://twitter.com/darikehidupan/status/1739229610540499149
Mon Dec 25 10:11:08 +0000 2023;1739227267308585369;"@zenrs Di TikTok udah banyak mang, sampe nangis-nangis pasca debat capres pertama. Nanaonan coba 👀";0;0;0;1;in;1293844504160530438;1739221317277360595;thisismine3x;https://twitter.com/thisismine3x/status/1739227267308585369
Mon Dec 25 04:11:57 +0000 2023;1739136875284291613;"@akubencitauge @CNNIndonesia Ini bukan soal bilang atau tidak dibilang, lo klo punya mata gunakan supaya paham sendiri, itu videonya banyak tonton sendiri dgn mata kepala mu gak ada kontestan pegang handmicrofone pd debat pertama/capres, yg pegang handmic cuma gibran pd debat cawapres";0;1;0;0;in;2810316746;1738924964169043971;andyydepp;https://twitter.com/andyydepp/status/1739136875284291613
Mon Dec 25 03:22:41 +0000 2023;1739124476191936880;"@kontomulyo_ Jadi inget debat Capres pertama, yg Anis ngejokes pinggir jurang dengan menyebut nama Mega ternyata ada kelanjutannya Mega siapa gitu😂";0;0;0;0;in;1141316127915573248;1738811700097560972;uyeeeb_;https://twitter.com/uyeeeb_/status/1739124476191936880
Mon Dec 25 03:08:47 +0000 2023;1739120977752256589;"@Fahrihamzah Biasa aja broo.....itu terlihat wah bagi pendukunya krn capres nya debat pertama K.O https://t.co/vMfqtSoLlj";0;0;0;0;in;1548760115708276736;1738555921213882374;aquuseavante;https://twitter.com/aquuseavante/status/1739120977752256589
Mon Dec 25 03:00:43 +0000 2023;1739118950502596943;"@Hudakeyy Dia yg dtng, dia yg minta,.kan di debat capres pertama udh disampaikan sm Prabowo. Mas anis mas anissss, udh paham?";0;1;0;0;in;459817858;1739014593811243380;mawardinurullah;https://twitter.com/mawardinurullah/status/1739118950502596943
Mon Dec 25 02:21:37 +0000 2023;1739109108106891661;"Inilah data untuk  jawaban debat capres pertama yg tidak mungkin diterangkan sedetailed ini karena waktunya yg sangat terbatas.";0;0;0;1;in;1379254217953566720;1739109108106891661;SriMRasyid1;https://twitter.com/SriMRasyid1/status/1739109108106891661
Mon Dec 25 02:08:50 +0000 2023;1739105891964866919;"Kalau saya jd pejabat penegak hukum maka Bahlil ini org pertama akan diseret ke Pengadilan krn sdh jelas Presiden memerintahkan PEJABAT NEGARA hrs Netral, eh Dia mondar mandir kampanye dan terang-terangan berulah di forum debat capres &amp  cawapres.";0;1;2;7;in;1466221870294863873;1739105891964866919;ZAMHARIBASYIR1;https://twitter.com/ZAMHARIBASYIR1/status/1739105891964866919
Sun Dec 24 18:44:25 +0000 2023;1738994051763056847;"@hasyimmah Pertama dia kudu nurunin nafsunya untuk merasa setara dengan capres..  Dari pembukaan dia bilang harusnya dia di debat pertama aja udah aneh banget..  Kedua dia kudu sadar publik speakingnya gk sebagus anis..  Kudu latian keras n ngurangin "hiperbola" Dalam ucapannya..";0;1;0;4;in;397285936;1738702449840628028;ceker_kebo;https://twitter.com/ceker_kebo/status/1738994051763056847
Sun Dec 24 18:29:43 +0000 2023;1738990353196495248;"Kalian percaya ibran bisa selancar itu bicaranya tanpa pembisik dan tanpa kisi2 pertanyaan debat ??? Gw paling gak percaya...buktikan didebat ke 2...syaratnya tanpa banyak alat bantu berupa mikrofon yg terlalu banyak...mikrofon cukup satu saja sama seperti debat pertama capres.";0;0;0;0;in;1269455616986107905;1738990353196495248;perbowo;https://twitter.com/perbowo/status/1738990353196495248
Sun Dec 24 17:53:15 +0000 2023;1738981174436073476;"@tvOneNews Lah fakta pada debat pertama Capres memang ngga ada meja ( podium )kok di bilang sindir, lalu mau dilaporkan. Para pendukung, pemuja, pemuji dan fans memang suka baperan kalau ada yang ngomong soal junjungannya. Akal sehat memang sudah pada karatan. Payahhhhh";0;0;0;0;in;1710148226;1738084082968567874;adypiliang;https://twitter.com/adypiliang/status/1738981174436073476
Sun Dec 24 16:31:56 +0000 2023;1738960709562798230;"@fosgate27 @Akbar5Wicaksono @SaifAlkomi @GunRomli Penculik? Duh om ga nyimak debat capres pertama kah, aduuh aduh kasiaan🫣";0;1;0;1;in;1238020787233161216;1738177382924882036;jessferhat;https://twitter.com/jessferhat/status/1738960709562798230
Sun Dec 24 16:12:18 +0000 2023;1738955771508031815;"@TeddGus @mohmahfudmd @cakimiNOW @gibran_tweet Masih mending lah. Nasib lu lebih ngenes lagi. Putaran pertama debat, capres lu yg keok. Aktor utama kalah itu lebih sakit rasanya. Buktinya sampe berhari2 tuh kesel dibawa kemana2 🤣";0;2;0;2;in;547856416;1738749444110316015;RidNgemil;https://twitter.com/RidNgemil/status/1738955771508031815
Sun Dec 24 14:07:58 +0000 2023;1738924480138035401;"Pak @prabowo  Ini Pak Jawaban Atas Pernyataan Bapak Yang Mengatakan "Ya Susah Kita kalau Menyalahkan angin darimana saja Ya"   Ucapan itu Saat Debat Pertama Capres .";0;0;0;0;in;1554824255346720769;1738924480138035401;AbdillahNurdin8;https://twitter.com/AbdillahNurdin8/status/1738924480138035401
Sun Dec 24 14:01:54 +0000 2023;1738922955252564091;"@NenkMonica Cemen ternyata.. Efek luka dalam debat capres pertama😆";0;0;0;1;in;75070181;1738758487612781018;helmipardede;https://twitter.com/helmipardede/status/1738922955252564091
Sun Dec 24 13:47:09 +0000 2023;1738919240298909956;"@kikysaputrii wkwkwkw udah ketauan kan lu dukung sapeee🤣🤣🤣udah nebak dari debat capres pertama";0;0;0;0;in;1308973244578435074;1738898789858263183;bolaubiungu01;https://twitter.com/bolaubiungu01/status/1738919240298909956
Sun Dec 24 13:42:53 +0000 2023;1738918166624080098;"@datuakrajoangek Mungkin sama pada debat capres yg pertama.... awokwokwokwok";0;0;0;0;in;1680096008695578624;1738742758276497745;Tretanesia;https://twitter.com/Tretanesia/status/1738918166624080098
Sun Dec 24 12:06:40 +0000 2023;1738893953364295822;"@Buudiii54nt @KRMTRoySuryo1 @kompascom Knp wkt debat capres cm pk 1 mic  Knp Gibran sdh pake 3 mic sjk detik pertama Yg lain baru belakangan";0;0;0;1;in;1583798302692503558;1738869337858207967;midhangste;https://twitter.com/midhangste/status/1738893953364295822
Sun Dec 24 11:19:58 +0000 2023;1738882203533402320;"@Kop15achet @NOTASLIMBOY Bukan hrd bacot, yg cewe itu pas debat capres pertama";0;1;0;1;in;120067792;1738754851448713380;andrekelv;https://twitter.com/andrekelv/status/1738882203533402320
Sun Dec 24 10:03:50 +0000 2023;1738863042551828781;"@Barrsbars @MurtadhaOne1 @kikysaputrii iya bang padahal debat capres pertama kita akuin anis nguasain panggung  ini bagian gibran nguasain panggung disebut pake alat ini itu  ampunnnnnn malu maluin indonesia aja buzzer ini,  kalah ma kalah aja &gt &gt lemon";0;1;0;8;in;1167626134508335104;1738525991394594909;Remiarza;https://twitter.com/Remiarza/status/1738863042551828781
Sun Dec 24 08:59:33 +0000 2023;1738846866685690015;"Cawapresnya harusnya ikut forum ini bjir biar belajar dan nggak blunder mulu ih kesel liatnya. Bilangnya kemaren harusnya dia yang jadi capres/ada di debat pertama tapi konsepnya "yang penting ngomong" blas 😒";0;3;0;0;in;1468068379709743106;1738846866685690015;rxnsky;https://twitter.com/rxnsky/status/1738846866685690015
Sun Dec 24 07:44:38 +0000 2023;1738828010432917909;"@satriohendri Yup, sama dengan ketika kita ramai membahas debat capres pertama dan melupakan sejarah MU menjadi juru kunci fase group UCL Hahahaha.....";0;0;0;1;in;322379988;1738768498678280330;JoniSugiharto;https://twitter.com/JoniSugiharto/status/1738828010432917909
Sun Dec 24 07:42:22 +0000 2023;1738827441140056395;"@NenkMonica @KPU_ID Saya juga bingung, sejak debat pertama dan kedua masih belum dapat poinnya. Lebih dapat gagasannya ketika capres di forum ekonomi lalu. Asa bagusnya ga ada debat, tapi yg bertanya adalah pakar/akademisi dibidangnya masing-masing.";0;0;0;0;in;2574089832;1738697421243515087;OpiOppi;https://twitter.com/OpiOppi/status/1738827441140056395
Sun Dec 24 07:27:37 +0000 2023;1738823728665149614;"@ProfylHenuk @KPU_ID @prabowo @habiburokhman @Uki23 @Gerindra Astaga. Itu kan saputangan buat lap pas dia keringatan di panggung. Tugas ajudan memang spt itu. Debat capres pertama gak ada yg baca teks kok.";0;1;0;8;in;1204896276032053248;1738784978090201486;yandi_firmansja;https://twitter.com/yandi_firmansja/status/1738823728665149614
Sun Dec 24 06:25:36 +0000 2023;1738808122595320077;"Bodo amatlah bicara soal debat capres atau cawapres siapa yg lbh unggul. Bodo amat lah dg visi misi mrk. Saya pribadi baru akan mendukung calon yg berani bukti nyata utk membantu Kemerdekaan Palestine. Hrs diingat Palestine lah negara pertama yg mengakui kekerdekaan Indonesia.";0;0;0;0;in;1734929445042229248;1738808122595320077;MochAsra88;https://twitter.com/MochAsra88/status/1738808122595320077
Sun Dec 24 05:49:29 +0000 2023;1738799032557089094;"Tuhan Maha Adil, awal2 kampanye blunder bnyk dr 03, masuk debat pertama 02, masuk debat kedua 01. Bedanya 03 sm 02 blunder dr kbnykn capres, klw 01 dari cawapres😆. Nah skrg mau prefer milih capres atau cawapres yg paling dkit mudharatny.";0;0;0;0;in;1445629050064498692;1738799032557089094;iamrunner25;https://twitter.com/iamrunner25/status/1738799032557089094
Sun Dec 24 05:11:48 +0000 2023;1738789550187741386;"@never_alonely Kata akhirnya kalo tdk ada perubahan yg signifikan lho.perubahannya apa.pertama acara desak anies itu brilian menampung pertanyaan anak2 muda dan mayrkt,ke dua debat capres 1 yg dasyat.ingat msh ada lg sesi debat capres.";0;0;0;0;in;2603471780;1738613341495689427;anto_cello;https://twitter.com/anto_cello/status/1738789550187741386
Sun Dec 24 05:08:05 +0000 2023;1738788613012512994;"@bengkeldodo @B_Hendratmo1 @GembiraJabar @G0mb4k @azissubekti @wiena_kinasih @coldbrew165 @mpoklela7 @AndreasSolusi @OppungTp @Kimberley_2024 Songong, tidak respect dengan lawan debat, sok menjelaskan tapi salah, bahkan bikin provokasi ke pendukung dgn bbrp kali mengangkat tangan, padahal sdh pernah diingatkan KPU di debat capres yg pertama. Ngeri bro";0;0;0;0;in;1719397642965536768;1738301366400147731;do3644;https://twitter.com/do3644/status/1738788613012512994
Sun Dec 24 04:55:03 +0000 2023;1738785335507857479;"@Naz_lira Dan mereka dapat berencana..   siapakah sebaik baik perencana  Siapa dapat expect mbah sepuh tiga kali aib tabiat asliny dibuka. Pertama di debat capres tidak terkontrol.  Kedua masih kesal di konvensi internal.  Ketiga, firaun lokal tarik baju haman di debat cawapres kak.";0;0;0;1;in;1617911075235827712;1738779915053363416;nntweetnn;https://twitter.com/nntweetnn/status/1738785335507857479
Sun Dec 24 04:14:32 +0000 2023;1738775137758171391;"@tvOneNews Saya Sangat percaya debat kemarin sangat Ngak Fair. Pasti Ada Kecurangan. Debat itu seperti yang Pertama debat Capres. Fair, terbuka tanpa alat berlebih tanpa kerpekan. Jadi kemampuan Capres cawapres bisa dilihat. Mau pimpin Negeri sebesar ini kok Bawa Kerpekan.🤣🤣🤣🤣 @KPU_ID";0;0;0;0;in;1685473751054548992;1738530421732991307;siRemboIjo;https://twitter.com/siRemboIjo/status/1738775137758171391
Sun Dec 24 04:04:47 +0000 2023;1738772686111936836;"@6rumpy0ldman @Catatan_ali7 apa yang dicebok? kami mah nggak serendah buzzer 02 yang sibuk cari pembenaran ketika si wowok jelas2 udah keliatan blunder di debat capres pertama  pendukung 01 tahu kalau cak imin memang jelek pas debat cawapres kmren, lebih kayak pelawak. makanya dikritik bkn dicebokin";0;1;0;2;in;1678020558808809473;1738579580838084639;noyak0o;https://twitter.com/noyak0o/status/1738772686111936836
Sun Dec 24 03:45:16 +0000 2023;1738767772782584205;"@yusuf_dumdum beda banget waktu debat capres pertama";0;0;0;0;in;1719646562060820480;1738728194679980176;niceday2027584;https://twitter.com/niceday2027584/status/1738767772782584205
Sun Dec 24 03:41:57 +0000 2023;1738766937323446482;"Kenapa posisi moderator berbeda dengan debat Capres yang pertama? Cara trik yang sama seperti Kuis Game SUPER DEAL ya?  Tunjukkan amplop yang diambil tersegel, buka pertanyaan titipan sipemesan, tinggal pilih mau kotak mana dan tirai mana juga ya Moderator juga aktor. https://t.co/82bzBDN5vA";0;3;2;9;in;1645749987127754752;1738766937323446482;cheatxiiizn;https://twitter.com/cheatxiiizn/status/1738766937323446482
Sun Dec 24 03:09:12 +0000 2023;1738758694576488675;"@DyahEricka @ainunrozi @kikysaputrii Debat capres pertama pdhal pak mahfud sama pak ganjar pakai sepatu beginian, susah klo udah penyakit hati ma🙏";0;0;1;1;in;776232608875159552;1738486068742426882;isna_mpol;https://twitter.com/isna_mpol/status/1738758694576488675
Sun Dec 24 02:49:22 +0000 2023;1738753704944386427;"@geloraco Moderatornya lebih oke yg debat pertama debat capres";0;0;0;1;in;793418306598281217;1738573300761247806;QshareinaIfada;https://twitter.com/QshareinaIfada/status/1738753704944386427
Sun Dec 24 01:53:28 +0000 2023;1738739637760454961;""Debat capres pertama meyakinkan kami bahwa Anies emosinya stabil dan matang &amp  layak untuk memimpin negara ini."  Terpukau Debat Capres, Pendukung Ganjar di Lampung Ubah Haluan Dukung Amin https://t.co/OtIm95wEyD  #GibranCawapresCacatHukum  #GibranCawapresCacatHukum";0;0;10;13;in;1373967328979787779;1738739637760454961;bianca01403;https://twitter.com/bianca01403/status/1738739637760454961
Sun Dec 24 01:43:40 +0000 2023;1738737172323422318;"@kikysaputrii Gimana gak bikin curiga orang sebelumnya debat capres yg pertama mic gak ada sebanyak itu, seharusnya cukup 1 mic saja yg nempel dipodium, klo alasannya utk antisipasi mic mati cukup siapkan cadangan, acara live di tv2 gak ada yg pakai 3 mic sekaligus, semua lancar2 saja";0;0;0;0;in;2810316746;1738486068742426882;andyydepp;https://twitter.com/andyydepp/status/1738737172323422318
Sun Dec 24 01:31:02 +0000 2023;1738733991082250530;"@memelord_666666 tergantung posisioning, pada debat capres pertama dg tema hukum pak prabowo defen karena cawapresnya anak presiden dan proses pencalonannya yg kontroversi masih dibawah 40 dg pamannya ketua mk dan pengalaman politik yg kurang";0;1;0;0;in;97237680;1738709090984210760;glenn_nunu;https://twitter.com/glenn_nunu/status/1738733991082250530
Sun Dec 24 00:09:10 +0000 2023;1738713389437002224;"@frdlh___ @Arie_Kriting Ada lah, liat aja pendukung paslon 2 pas debat capres pertama kmrn, uda telak sampe ngomong sorry ye sorry ye, tetep aja dibilang memenangkan perdebatan😅 kalo cak Imin kmrn sih emang kureeeeeng.";0;0;0;0;in;116645888;1738221725165473901;Pramuwardhanie;https://twitter.com/Pramuwardhanie/status/1738713389437002224
Sat Dec 23 20:31:31 +0000 2023;1738658614532075622;"@FenishPat @ekokuntadhi1 bukankah memang tujuan debat seperti itu?! coba deh perhatiin keseluruhan debat. bahkan di debat pertama, capres 1 &amp  2 saling "menjatuhkan", justru itu yang bikin greget.  ohiya, ga ada aturan yang dilanggar dari pertanyaan gibran kemarin. jadi ya sah-sah aja.";0;1;0;0;in;1335152857876578306;1738220096722731376;LudwigEdS;https://twitter.com/LudwigEdS/status/1738658614532075622
Sat Dec 23 20:01:04 +0000 2023;1738650953946144896;"@Arie_Kriting Lucu aja sih, pa debat capres pertama Pak Prabowo digerus abis2an para buzzer 02 pada sibuk membela diri bilang debat ga penting, blablabla. Giliran Cawapresnya lagi naik pada membanggakan 😂";0;0;0;0;in;1668544175527333888;1738485999297335338;buzzer_musiman;https://twitter.com/buzzer_musiman/status/1738650953946144896
Sat Dec 23 18:55:47 +0000 2023;1738634523448131796;"@sasasa_0301 @Barrsbars @cakimiNOW ngga ada narasi kyk gt sbnernya, lebih tepatnya kurang lengkap, dia bilangnya "seharusnya saya yang debat pertama kemaren, bukan karna saya pengen jadi capres, tpi karna saya sudah di politik sejak lama (sedangkan Anies org ekonomi, cocok untuk debat ke 2)";0;0;0;1;in;2939040276;1738373629895901618;misaksi;https://twitter.com/misaksi/status/1738634523448131796
Sat Dec 23 18:22:11 +0000 2023;1738626069148959221;"Seru bat anjay kek debat capres pertama 🔥 #LIVARS #YNWA";0;0;0;0;in;234085869;1738626069148959221;tamimach;https://twitter.com/tamimach/status/1738626069148959221
Sat Dec 23 18:20:44 +0000 2023;1738625705280487809;"@Heraloebss Habis debat pertama capres dah ditunggu tunggu gak nongol , baru sekarang dah nongol lagi ya sis... Langsung melejit 50%😁";0;0;0;1;in;266028337;1738546573012090938;Ading_Fardhy;https://twitter.com/Ading_Fardhy/status/1738625705280487809
Sat Dec 23 17:47:39 +0000 2023;1738617378425233490;"@satriohendri Ya ngak Bang..debat kan salah satu acuan sj dlm menentuhkan capres serta cawapres..kan ada jg yg ngak kalah penting..jejak rekam kinerja mereka..debat kedua kesimpulannya ngak lbih baik dr debat pertama..mnurut sy loh😂";0;0;0;2;in;1286557775670042625;1738550310929592326;Fadlipenyair;https://twitter.com/Fadlipenyair/status/1738617378425233490
Sat Dec 23 17:47:10 +0000 2023;1738617256215794007;"Debat Capres Pertama: Prabowo Siap Ikut, Gibran Siap Mendampingi - https://t.co/F4vZXbQ2fh - Harian Disway https://t.co/pTBWHy3CiO #MenangSeputaran";0;0;10;0;in;4579831158;1738617256215794007;ChairudinN6548;https://twitter.com/ChairudinN6548/status/1738617256215794007
Sat Dec 23 17:47:05 +0000 2023;1738617235109994593;"Debat Capres Pertama: Prabowo Siap Ikut, Gibran Siap Mendampingi - https://t.co/vblpl6IecP - Harian Disway https://t.co/w18HXSLQ9y #MenangSeputaran";0;0;10;0;in;797615281455525888;1738617235109994593;AzzrielAzaryahu;https://twitter.com/AzzrielAzaryahu/status/1738617235109994593
Sat Dec 23 17:37:10 +0000 2023;1738614740790976709;"@kurnianzo @aryadwipanggak1 @gibran_tweet oh sama kaya debat capres pertama ya? pada tersihir kelancaran bicara  Pak Anies padahal....?";0;0;0;0;in;1407257088368152582;1738412855865831853;theeve_thrift;https://twitter.com/theeve_thrift/status/1738614740790976709
Sat Dec 23 16:44:09 +0000 2023;1738601395866288262;"@abu_waras Debat pertama capres tidak ada papan/meja  Pas debat kedua cawapres ada meja, mungkin gunanya meja buat bawah contekan debat ya 🤣";0;0;0;1;in;1623181839950315521;1738474459949093070;kimgede1;https://twitter.com/kimgede1/status/1738601395866288262
Sat Dec 23 16:18:28 +0000 2023;1738594935115599904;"@alhafiidhu @famajiid Moment terlawak debat capres part 1 adalah Prabowo dibantai, eh headlinenya: Prabowo penampil terbaik debat pertama capres 😂 sungguh sangat denial";0;0;0;3;in;1211067263651991552;1738480180203851862;naonsihbray;https://twitter.com/naonsihbray/status/1738594935115599904
Sat Dec 23 15:22:22 +0000 2023;1738580815192457633;"@geloraco Lebih mantap moderator saat debat capres pertama.";0;0;0;0;in;711528855933091840;1738573300761247806;redha_mahendra;https://twitter.com/redha_mahendra/status/1738580815192457633
Sat Dec 23 14:47:34 +0000 2023;1738572058110640274;"Siaga pasokan listrik pada debat Capres-Cawapres telah dilakukan PLN UID Jakarta Raya sejak periode debat pertama di KPU Pusat dan PLN siap memasok listrik yang andal di seluruh rangkaian kegiatan Pemilu 2024 nanti.";0;0;0;5;in;475624418;1738572055271100559;SahabatPLNJkt;https://twitter.com/SahabatPLNJkt/status/1738572058110640274
Sat Dec 23 14:35:47 +0000 2023;1738569094620950836;"@jbc168 @SebayangRabin @ainurohman Sayangnya tema hukum sudah dilakukan di debat capres pertama mas. Berikutnya itu geopolitik dan hubungan internasional. Dan tema ini keseharian pak prabowo sebagai menteri pertahanan.";0;0;0;0;in;1573333691908038656;1738204752272605510;SwitchedCap;https://twitter.com/SwitchedCap/status/1738569094620950836
Sat Dec 23 14:11:49 +0000 2023;1738563063585083647;"Debat Cawapres kemarin tidak asik, tidak se asik debat Capres pertama kemarin🤭";0;0;0;1;in;826512744;1738563063585083647;LianArkanullah;https://twitter.com/LianArkanullah/status/1738563063585083647
Sat Dec 23 13:40:38 +0000 2023;1738555213177606630;"Hasil Polling Debat Capres Pertama 12 Desember 2023 Dan Debat Cawapres 22 Desember 2023 https://t.co/QrOn5zCrnw";1;1;13;21;in;1492070271800414210;1738555213177606630;PutraErlangga95;https://twitter.com/PutraErlangga95/status/1738555213177606630
Sat Dec 23 13:23:32 +0000 2023;1738550910832505203;"@dr_tompi Persis yg dilakukan setelah debat capres pertama kemaren";0;0;0;0;in;1089129875607236608;1738351717157368139;MikirSok;https://twitter.com/MikirSok/status/1738550910832505203
Sat Dec 23 13:22:56 +0000 2023;1738550759569125382;"Ketika 02 dinilai menang debat glorifikasinya berlebihan hingga dicover berkali2 dalam banyaj artikel oleh platform berita nasional ternama. Ketika debat capres pertama sepi sekali pemberitaannya.";0;0;0;0;in;1437648867474821120;1738550759569125382;katasiapalo;https://twitter.com/katasiapalo/status/1738550759569125382
Sat Dec 23 13:05:02 +0000 2023;1738546254295285930;"@cakimiNOW Nah kl begitu, jenengan juga wajib istiqomah cak...  Jangan lagi mengulang-ngulang pernyataan, "harusnya saya yg jadi capres...harusnya saya yg tampil di debat pertama"  Jenengan akan punya peran besar...gak perlu khawatir. Tp ya kebiasan pokitik bagi2nya dan egonya diminimalisir";0;0;0;0;in;139824697;1738487758161920290;kuli98;https://twitter.com/kuli98/status/1738546254295285930
Sat Dec 23 12:41:50 +0000 2023;1738540416847225024;"Aku bingung kemaren nonton diskusi debat capres yang pertama ngomongin pemilih kritis tapi ngerefer ke yang umurnya &gt  40 sementara bapak guwa pemuja pdip kek ????";0;1;0;1;in;1637797772794675204;1738540416847225024;samaraalderson;https://twitter.com/samaraalderson/status/1738540416847225024
Sat Dec 23 12:13:40 +0000 2023;1738533328024682834;"@Ockevan @BangPino__ loh apa bedanya waktu debat capres putaran pertama waktu paslon 1&amp 3 kompak menyerang/menjatuhkan dengan pertanyaan yg tendensius ke paslon no 2? 😂😂😂😂😂😂😂";0;1;0;0;in;249617013;1738469451698442460;bari188;https://twitter.com/bari188/status/1738533328024682834
Sat Dec 23 12:13:34 +0000 2023;1738533302280036699;"@GInD0_ Bekas luka akibat kalah debat capres pertama msh berdarah di hati prabowo rupanya..wkwkwk";0;0;0;1;in;1524518091899961344;1738466219127382518;ahmadparamah;https://twitter.com/ahmadparamah/status/1738533302280036699
Sat Dec 23 11:43:38 +0000 2023;1738525770585452656;"@berkahnansukses bukan kak, itu maksudnya mba vina pernah bilang kalo abis nonton debat capres pertama, dia ngerasa bahasa anies ketinggian. trs suaminya blg "beb, meritokrasi itu apa?"  terus dirujak ama netijen krn blg 'meritokrasi' itu susah dimengerti drpd "sorry yee" prabs kemaren 🤣";0;1;0;1;in;1645095518;1738216538401108463;ululazmisyfr;https://twitter.com/ululazmisyfr/status/1738525770585452656
